Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
25,Bachelors,2018,Pune,2,0,0,No,4,1,3621
70,Bachelors,2017,Pune,3,0,1,No,1,0,3245
70,Bachelors,2017,Pune,3,0,1,No,0,0,3191
5,Masters,2017,New Delhi,2,0,0,Yes,4,1,2882
55,Masters,2016,New Delhi,3,0,0,No,2,1,3864
15,Bachelors,2018,Bangalore,3,0,1,No,1,1,2053
90,Bachelors,2013,Bangalore,3,0,0,No,2,0,1880
25,Bachelors,2017,Pune,3,0,0,No,1,1,3184
100,Bachelors,2014,New Delhi,3,0,0,No,1,0,302
110,PHD,2015,Bangalore,3,1,1,No,3,0,3598
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,3059
55,Masters,2014,New Delhi,3,0,1,No,4,1,305
-5,Bachelors,2018,Bangalore,3,0,1,Yes,1,1,3576
100,Masters,2015,Pune,2,0,0,No,2,0,173
15,Bachelors,2018,Bangalore,3,0,0,No,3,1,3645
90,Bachelors,2016,Bangalore,3,0,0,No,1,0,3403
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,3760
110,Bachelors,2016,Bangalore,3,0,1,No,5,1,1622
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,3328
100,Masters,2013,New Delhi,3,0,1,No,2,0,48
90,Bachelors,2015,Bangalore,3,0,0,No,1,0,4116
60,Bachelors,2017,Bangalore,3,0,1,No,3,0,3352
110,Bachelors,2017,New Delhi,3,0,0,Yes,5,0,55
110,Bachelors,2017,New Delhi,2,0,1,No,5,0,3587
40,Bachelors,2017,Bangalore,3,0,0,Yes,2,0,807
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,288
70,Bachelors,2017,New Delhi,3,0,1,No,4,0,947
110,PHD,2016,New Delhi,3,0,0,No,5,0,1843
55,Bachelors,2014,Pune,3,0,0,No,4,1,2866
15,Bachelors,2017,Bangalore,3,0,1,No,0,1,3570
110,Masters,2016,Bangalore,3,0,1,No,5,1,4
100,Bachelors,2013,New Delhi,3,0,0,No,0,0,3214
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,3244
25,Bachelors,2017,Pune,2,0,0,No,4,1,2836
45,Bachelors,2016,Bangalore,3,0,1,No,2,1,3662
100,Bachelors,2015,New Delhi,3,0,0,No,2,0,1513
90,Bachelors,2013,Bangalore,3,0,0,No,4,0,3186
100,Masters,2013,New Delhi,3,0,0,No,3,0,540
100,Bachelors,2014,New Delhi,3,0,1,No,2,0,981
100,Bachelors,2015,Pune,3,0,1,No,2,0,2161
90,Bachelors,2014,Bangalore,3,0,0,No,2,0,2181
80,Bachelors,2016,New Delhi,3,0,0,Yes,3,0,813
110,Bachelors,2013,Pune,3,0,1,No,5,0,4135
15,Bachelors,2018,Bangalore,3,0,1,No,2,1,863
110,Masters,2017,New Delhi,2,0,0,No,5,1,833
110,Bachelors,2016,Bangalore,3,0,0,Yes,5,0,2093
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,1227
90,Bachelors,2013,Bangalore,3,0,1,No,3,0,737
110,PHD,2013,Bangalore,3,0,1,No,2,0,4624
110,Bachelors,2013,New Delhi,3,0,0,No,5,0,2665
100,Bachelors,2016,New Delhi,3,0,1,No,4,0,1063
70,Bachelors,2017,New Delhi,2,0,1,No,3,0,918
55,Bachelors,2016,Pune,2,0,0,No,4,1,1046
90,Bachelors,2016,Bangalore,3,0,1,No,0,0,3996
90,Bachelors,2012,Bangalore,1,0,1,No,3,0,3097
55,Masters,2013,New Delhi,2,0,1,No,2,1,3566
90,Bachelors,2013,Bangalore,3,0,1,No,3,0,4090
110,Bachelors,2013,New Delhi,3,0,0,Yes,5,0,2599
110,Bachelors,2014,Pune,3,0,0,No,5,0,4198
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,2841
60,Bachelors,2017,Bangalore,1,0,1,No,3,0,1422
100,Bachelors,2013,Pune,3,0,1,No,4,0,1039
110,Masters,2015,Pune,3,0,1,No,5,0,3743
45,Bachelors,2015,Bangalore,3,0,1,No,4,1,1415
110,PHD,2018,New Delhi,3,0,0,No,2,1,3360
100,Bachelors,2013,Pune,3,0,1,No,2,0,2312
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,706
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,554
25,Masters,2017,New Delhi,2,0,1,No,2,1,1968
110,Masters,2012,Pune,3,0,0,No,5,1,478
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,1578
100,Bachelors,2015,New Delhi,3,0,1,No,3,0,1814
35,Bachelors,2015,Pune,3,0,0,Yes,2,1,2000
55,Bachelors,2015,Pune,2,0,0,No,1,1,758
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,2255
70,Masters,2017,New Delhi,2,0,1,No,2,0,2526
80,Bachelors,2013,Pune,3,0,1,Yes,2,0,4577
90,Bachelors,2012,Bangalore,3,0,0,No,4,0,2470
45,Bachelors,2016,Bangalore,3,0,1,No,4,1,1505
25,Masters,2017,Pune,2,0,1,No,4,1,791
70,Bachelors,2017,New Delhi,2,0,0,No,0,0,2499
